"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"353",11,"Joshua Palmer",BUF,"WR124","7","-","-","4 out of 5 stars","-"
"354",11,"Chris Brazzell II",CAR,"WR125","5","-","-","2 out of 5 stars","-"
"355",11,"Ja'Tavion Sanders",CAR,"TE51","5","-","-","2 out of 5 stars","-"
"356",11,"Justin Fields",KC,"QB39","5","-","-","2 out of 5 stars","-"
"357",11,"Eli Heidenreich",PIT,"RB102","9","-","-","2 out of 5 stars","-"
"358",11,"Treylon Burks",WAS,"WR126","7","-","-","2 out of 5 stars","-"
"359",11,"Jake Elliott",PHI,"K19","10","-","-","5 out of 5 stars","-115"
"360",11,"Ty Simpson",LAR,"QB40","11","-","-","3 out of 5 stars","-"
"361",11,"Michael Carter",TEN,"RB103","9","-","-","3 out of 5 stars","-"
"362",11,"Jawhar Jordan",HOU,"RB104","8","-","-","4 out of 5 stars","-"
"363",11,"Carolina Panthers",CAR,"DST23","5","-","-","3 out of 5 stars","-"
"364",11,"Tyler Bass",BUF,"K20","7","-","-","2 out of 5 stars","-110"
"365",11,"Justin Joly",DEN,"TE52","10","-","-","4 out of 5 stars","-"
"366",11,"Savion Williams",GB,"WR127","11","-","-","5 out of 5 stars","-"
"367",11,"Malik Benson",LV,"WR128","13","-","-","2 out of 5 stars","-"
"368",11,"Raheim Sanders",CLE,"RB105","11","-","-","3 out of 5 stars","-"
"369",11,"Dont'e Thornton Jr.",LV,"WR129","13","-","-","2 out of 5 stars","-"
"370",11,"New York Giants",NYG,"DST24","8","-","-","1 out of 5 stars","-129"
"371",11,"KaVontae Turpin",DAL,"WR130","14","-","-","2 out of 5 stars","-"
"372",11,"Roman Wilson",PIT,"WR131","9","-","-","3 out of 5 stars","-"
"373",11,"Kalif Raymond",CHI,"WR132","10","-","-","3 out of 5 stars","-"
"374",11,"Kevin Coleman Jr.",MIA,"WR133","6","-","-","3 out of 5 stars","-"
"375",11,"John Metchie III",CAR,"WR134","5","-","-","2 out of 5 stars","-"
"376",11,"Tampa Bay Buccaneers",TB,"DST25","10","-","-","4 out of 5 stars","-"
"377",11,"Anthony Richardson Sr.",IND,"QB41","13","-","-","4 out of 5 stars","-"
"378",11,"Tommy Tremble",CAR,"TE53","5","-","-","2 out of 5 stars","-"
"379",11,"Zavion Thomas",CHI,"WR135","10","-","-","3 out of 5 stars","-"
"380",11,"Colbie Young",CIN,"WR136","6","-","-","4 out of 5 stars","-"
"381",11,"Noah Fant",NO,"TE54","8","-","-","2 out of 5 stars","-"
"382",11,"Jaylin Lane",WAS,"WR137","7","-","-","2 out of 5 stars","-"
"383",11,"Roschon Johnson",CHI,"RB106","10","-","-","2 out of 5 stars","-"
"384",11,"Cincinnati Bengals",CIN,"DST26","6","-","-","4 out of 5 stars","-"
"385",11,"Trey Smack",GB,"K21","11","-","-","4 out of 5 stars","-185"
"386",11,"Joe Flacco",CIN,"QB42","6","-","-","3 out of 5 stars","-"
"387",11,"CJ Daniels",LAR,"WR138","11","-","-","1 out of 5 stars","-"
"388",11,"Luke Musgrave",GB,"TE55","11","-","-","2 out of 5 stars","-"
"389",11,"Tennessee Titans",TEN,"DST27","9","-","-","2 out of 5 stars","-"
"390",11,"Zane Gonzalez",FA,"K22","-","-","-","-","-"
"391",11,"Jordan Whittington",LAR,"WR139","11","-","-","1 out of 5 stars","-"
"392",11,"Jam Miller",NE,"RB107","11","-","-","2 out of 5 stars","-"
"393",11,"J'Mari Taylor",JAC,"RB108","7","-","-","4 out of 5 stars","-"
"394",11,"Phil Mafah",DAL,"RB109","14","-","-","4 out of 5 stars","-"
"395",11,"Devontez Walker",BAL,"WR140","13","-","-","4 out of 5 stars","-"
"396",11,"Austin Hooper",ATL,"TE56","11","-","-","3 out of 5 stars","-80"
"397",11,"Ben Sinnott",WAS,"TE57","7","-","-","1 out of 5 stars","-"
"398",11,"Mitchell Evans",CAR,"TE58","5","-","-","2 out of 5 stars","-"
"399",11,"Joe Milton III",DAL,"QB43","14","-","-","2 out of 5 stars","-"
"400",11,"Nick Westbrook-Ikhine",IND,"WR141","13","-","-","4 out of 5 stars","-"
"401",11,"Demarcus Robinson",SF,"WR142","8","-","-","2 out of 5 stars","-"
"402",11,"Rasheen Ali",BAL,"RB110","13","-","-","3 out of 5 stars","-"
"403",11,"Marcus Mariota",WAS,"QB44","7","-","-","2 out of 5 stars","-"
"404",11,"Barion Brown",NO,"WR143","8","-","-","3 out of 5 stars","-"
"405",11,"Nick Folk",ATL,"K23","11","-","-","0 out of 5 stars","-160"
"406",11,"Miami Dolphins",MIA,"DST28","6","-","-","3 out of 5 stars","-"
"407",11,"Ashton Dulin",IND,"WR144","13","-","-","4 out of 5 stars","-"
"408",11,"Cade Klubnik",NYJ,"QB45","13","-","-","4 out of 5 stars","-"
"409",11,"Kyle Juszczyk",SF,"RB111","8","-","-","2 out of 5 stars","-"
"410",11,"Daniel Bellinger",TEN,"TE59","9","-","-","3 out of 5 stars","-"
"411",11,"Jameis Winston",NYG,"QB46","8","-","-","4 out of 5 stars","-"
"412",11,"Sione Vaki",DET,"RB112","6","-","-","5 out of 5 stars","-"
"413",11,"Tutu Atwell",MIA,"WR145","6","-","-","3 out of 5 stars","-"
"414",11,"John Bates",WAS,"TE60","7","-","-","1 out of 5 stars","-"
"415",11,"Austin Ekeler",FA,"RB113","-","-","-","-","-162"
"416",11,"Deion Burks",IND,"WR146","13","-","-","4 out of 5 stars","-"
"417",11,"Greg Dortch",DET,"WR147","6","-","-","4 out of 5 stars","-"
"418",12,"Damien Martinez",GB,"RB114","11","-","-","4 out of 5 stars","-"
"419",12,"Dyami Brown",WAS,"WR148","7","-","-","2 out of 5 stars","-"
"420",12,"Elijah Higgins",ARI,"TE61","14","-","-","2 out of 5 stars","-99"
"421",12,"Dameon Pierce",PHI,"RB115","10","-","-","4 out of 5 stars","-"
"422",12,"Las Vegas Raiders",LV,"DST29","13","-","-","4 out of 5 stars","-"
"423",12,"Daniel Carlson",NO,"K24","8","-","-","5 out of 5 stars","-"
"424",12,"Terrell Jennings",FA,"RB116","-","-","-","-","-"
"425",12,"Josh Oliver",MIN,"TE62","6","-","-","4 out of 5 stars","-"
"426",12,"Will Kacmarek",MIA,"TE63","6","-","-","5 out of 5 stars","-"
"427",12,"Blake Grupe",IND,"K25","13","-","-","4 out of 5 stars","-"
"428",12,"Marlin Klein",HOU,"TE64","8","-","-","4 out of 5 stars","-"
"429",12,"Tai Felton",MIN,"WR149","6","-","-","5 out of 5 stars","-"
"430",12,"Odell Beckham Jr.",NYG,"WR150","8","-","-","4 out of 5 stars","-"
"431",12,"Tyler Goodson",ATL,"RB117","11","-","-","2 out of 5 stars","-"
"432",12,"Tim Patrick",NYJ,"WR151","13","-","-","4 out of 5 stars","-"
"433",12,"Robert Henry Jr.",WAS,"RB118","7","-","-","4 out of 5 stars","-"
"434",12,"Zavier Scott",MIN,"RB119","6","-","-","4 out of 5 stars","-"
"435",12,"Chad Ryland",ARI,"K26","14","-","-","2 out of 5 stars","-"
"436",12,"Joey Slye",TEN,"K27","9","-","-","4 out of 5 stars","-"
"437",12,"Ryan Fitzgerald",CAR,"K28","5","-","-","0 out of 5 stars","-"
"438",12,"Brandon McManus",FA,"K29","-","-","-","-","-"
"439",12,"Washington Commanders",WAS,"DST30","7","-","-","2 out of 5 stars","-"
"440",12,"Jake Moody",FA,"K30","-","-","-","-","-"
"441",12,"New York Jets",NYJ,"DST31","13","-","-","4 out of 5 stars","-"
"442",12,"Arizona Cardinals",ARI,"DST32","14","-","-","2 out of 5 stars","-"
"443",12,"Tanner Koziol",JAC,"TE65","7","-","-","3 out of 5 stars","-"
"444",12,"Jackson Hawes",BUF,"TE66","7","-","-","3 out of 5 stars","-"
"445",12,"Adam Trautman",DEN,"TE67","10","-","-","4 out of 5 stars","-"
"446",12,"Jahdae Walker",CHI,"WR152","10","-","-","3 out of 5 stars","-"
"447",12,"Ben Sauls",NYG,"K31","8","-","-","2 out of 5 stars","-"
"448",12,"Riley Leonard",IND,"QB47","13","-","-","4 out of 5 stars","-"
"449",12,"Tommy Myers",FA,"TE68","-","-","-","-","-"
"450",12,"Spencer Shrader",IND,"K32","13","-","-","4 out of 5 stars","-"
"451",12,"Jimmy Horn Jr.",CAR,"WR153","5","-","-","2 out of 5 stars","-"
"452",12,"Zach Ertz",FA,"TE69","-","-","-","-","-"
"453",12,"Ronnie Rivers",LAR,"RB120","11","-","-","5 out of 5 stars","-"
"454",12,"Lil'Jordan Humphrey",DEN,"WR154","10","-","-","2 out of 5 stars","-"
"455",12,"Marquez Valdes-Scantling",DAL,"WR155","14","-","-","2 out of 5 stars","-"
"456",12,"Khalil Herbert",SF,"RB121","8","-","-","2 out of 5 stars","-"
"457",12,"Jonnu Smith",FA,"TE70","-","-","-","-","-"
"458",12,"Hunter Luepke",DAL,"RB122","14","-","-","4 out of 5 stars","-"
"459",12,"Dylan Laube",LV,"RB123","13","-","-","2 out of 5 stars","-"
"460",12,"Xavier Restrepo",TEN,"WR156","9","-","-","3 out of 5 stars","-"
"461",12,"Antonio Gibson",FA,"RB124","-","-","-","-","-117"
"462",12,"Matt Hibner",BAL,"TE71","13","-","-","4 out of 5 stars","-"
"463",12,"Mitch Tinsley",CIN,"WR157","6","-","-","4 out of 5 stars","-"
"464",12,"Foster Moreau",HOU,"TE72","8","-","-","4 out of 5 stars","-152"
"465",12,"Xavier Smith",LAR,"WR158","11","-","-","1 out of 5 stars","-"
"466",12,"Mo Alie-Cox",IND,"TE73","13","-","-","3 out of 5 stars","-"
"467",12,"Luke Schoonmaker",DAL,"TE74","14","-","-","2 out of 5 stars","-"
"468",12,"Van Jefferson",WAS,"WR159","7","-","-","2 out of 5 stars","-"
"469",12,"Jason Sanders",NYJ,"K33","13","-","-","2 out of 5 stars","-"
"470",12,"Jacob Cowing",SF,"WR160","8","-","-","2 out of 5 stars","-"
"471",12,"Sam Roush",CHI,"TE75","10","-","-","2 out of 5 stars","-"
"472",12,"Drew Sample",CIN,"TE76","6","-","-","3 out of 5 stars","-"
"473",12,"Nate Boerkircher",JAC,"TE77","7","-","-","3 out of 5 stars","-"
"474",12,"Reggie Virgil",ARI,"WR161","14","-","-","2 out of 5 stars","-"
"475",12,"Cade Stover",HOU,"TE78","8","-","-","4 out of 5 stars","-"
"476",12,"Jeremy Ruckert",NYJ,"TE79","13","-","-","4 out of 5 stars","-"
"477",12,"Isaiah Williams",FA,"WR162","-","-","-","-","-"
"478",12,"Jeremy McNichols",WAS,"RB125","7","-","-","4 out of 5 stars","-"
"479",12,"Josh Cuevas",BAL,"TE80","13","-","-","4 out of 5 stars","-"
"480",12,"Durham Smythe",BAL,"TE81","13","-","-","4 out of 5 stars","-"
"481",12,"Roman Hemby",LV,"RB126","13","-","-","2 out of 5 stars","-"
"482",12,"Quinn Ewers",MIA,"QB48","6","-","-","3 out of 5 stars","-"
"483",12,"Tyrod Taylor",GB,"QB49","11","-","-","4 out of 5 stars","-"
"484",12,"Cedrick Wilson Jr.",DET,"WR163","6","-","-","4 out of 5 stars","-"
"485",12,"Jelani Woods",NYJ,"TE82","13","-","-","4 out of 5 stars","-"
"486",12,"Tanner Hudson",CIN,"TE83","6","-","-","3 out of 5 stars","-"
"487",12,"KeAndre Lambert-Smith",LAC,"WR164","7","-","-","2 out of 5 stars","-"
"488",12,"Jacob Saylors",DET,"RB127","6","-","-","5 out of 5 stars","-"
"489",12,"Brock Wright",DET,"TE84","6","-","-","3 out of 5 stars","-"
"490",12,"Gardner Minshew II",ARI,"QB50","14","-","-","2 out of 5 stars","-"
"491",12,"DeAndre Hopkins",BAL,"WR165","13","-","-","4 out of 5 stars","-"
"492",12,"Nate Adkins",DEN,"TE85","10","-","-","4 out of 5 stars","-"
"493",12,"Justin Watson",HOU,"WR166","8","-","-","3 out of 5 stars","-"
"494",12,"Frank Gore Jr.",BUF,"RB128","7","-","-","2 out of 5 stars","-"
"495",12,"Alec Ingold",LAC,"RB129","7","-","-","3 out of 5 stars","-"
"496",12,"Efton Chism III",NE,"WR167","11","-","-","2 out of 5 stars","-"
"497",12,"David Sills V",TB,"WR168","10","-","-","4 out of 5 stars","-"
"498",12,"Drew Stevens",WAS,"K34","7","-","-","5 out of 5 stars","-"
"499",12,"Brycen Tremayne",CAR,"WR169","5","-","-","2 out of 5 stars","-"
"500",12,"Travis Homer",PIT,"RB130","9","-","-","2 out of 5 stars","-"
"501",12,"Jalen Brooks",ARI,"WR170","14","-","-","2 out of 5 stars","-"
"502",12,"Reggie Gilliam",NE,"RB131","11","-","-","2 out of 5 stars","-"
"503",12,"Max Bredeson",MIN,"RB132","6","-","-","4 out of 5 stars","-"
"504",12,"Patrick Ricard",NYG,"RB133","8","-","-","4 out of 5 stars","-"
"505",12,"Jaret Patterson",LAC,"RB134","7","-","-","3 out of 5 stars","-"
"506",12,"Adam Prentice",DEN,"RB135","10","-","-","2 out of 5 stars","-"
"507",12,"British Brooks",HOU,"RB136","8","-","-","4 out of 5 stars","-"
"508",12,"Chris Blair",ATL,"WR171","11","-","-","3 out of 5 stars","-"
"509",12,"Jake Browning",TB,"QB51","10","-","-","2 out of 5 stars","-"
"510",12,"Lan Larison",NE,"RB137","11","-","-","2 out of 5 stars","-"
"511",12,"Tyler Conklin",DET,"TE86","6","-","-","3 out of 5 stars","-"
"512",12,"Michael Trigg",DAL,"TE87","14","-","-","2 out of 5 stars","-"
"513",12,"Elijah Moore",PHI,"WR172","10","-","-","4 out of 5 stars","-"
"514",12,"Michael Burton",CLE,"RB138","11","-","-","3 out of 5 stars","-"
"515",12,"Josh Williams",TB,"RB139","10","-","-","2 out of 5 stars","-"
"516",13,"Jack Endries",CIN,"TE88","6","-","-","3 out of 5 stars","-"
"517",13,"Jalen Milroe",SEA,"QB52","11","-","-","4 out of 5 stars","-"
"518",13,"Nathan Carter",ATL,"RB140","11","-","-","2 out of 5 stars","-"
"519",13,"Davis Mills",HOU,"QB53","8","-","-","4 out of 5 stars","-"
"520",13,"Scotty Miller",CHI,"WR173","10","-","-","3 out of 5 stars","-"
"521",13,"Theo Wease Jr.",MIA,"WR174","6","-","-","3 out of 5 stars","-"
"522",13,"Khalil Dinkins",SF,"TE89","8","-","-","3 out of 5 stars","-"
"523",13,"Moliki Matavao",NO,"TE90","8","-","-","2 out of 5 stars","-"
"524",13,"Kene Nwangwu",NYJ,"RB141","13","-","-","3 out of 5 stars","-"
"525",13,"Davis Allen",LAR,"TE91","11","-","-","4 out of 5 stars","-"
"526",13,"Tyler Lockett",LV,"WR175","13","-","-","2 out of 5 stars","-"
"527",13,"Trey Lance",LAC,"QB54","7","-","-","2 out of 5 stars","-"
"528",13,"Derius Davis",LAC,"WR176","7","-","-","2 out of 5 stars","-"
"529",13,"Myles Price",MIN,"WR177","6","-","-","5 out of 5 stars","-"
"530",13,"Jake Bobo",SEA,"WR178","11","-","-","3 out of 5 stars","-"
"531",13,"Tyson Bagent",CHI,"QB55","10","-","-","3 out of 5 stars","-"
"532",13,"Ty Chandler",NO,"RB142","8","-","-","3 out of 5 stars","-"
"533",13,"Noah Whittington",HOU,"RB143","8","-","-","4 out of 5 stars","-"
"534",13,"Luke Farrell",SF,"TE92","8","-","-","3 out of 5 stars","-"
"535",13,"Payne Durham",TB,"TE93","10","-","-","2 out of 5 stars","-233"
"536",13,"Lew Nichols III",PIT,"RB144","9","-","-","2 out of 5 stars","-"
"537",13,"Velus Jones Jr.",SEA,"WR179","11","-","-","3 out of 5 stars","-"
"538",13,"Jalen Reagor",MIA,"WR180","6","-","-","3 out of 5 stars","-"
"539",13,"Ben Sims",MIA,"TE94","6","-","-","5 out of 5 stars","-"
"540",13,"Josh Cameron",JAC,"WR181","7","-","-","4 out of 5 stars","-"
"541",13,"Michael Woods II",DEN,"WR182","10","-","-","2 out of 5 stars","-"
"542",13,"Blake Whiteheart",CLE,"TE95","11","-","-","3 out of 5 stars","-"
"543",13,"Josh Whyle",GB,"TE96","11","-","-","2 out of 5 stars","-"
"544",13,"Brevyn Spann-Ford",DAL,"TE97","14","-","-","2 out of 5 stars","-"
"545",13,"Kevin Austin Jr.",NO,"WR183","8","-","-","3 out of 5 stars","-"
"546",13,"Jaydn Ott",KC,"RB145","5","-","-","3 out of 5 stars","-"
"547",13,"Julian Hill",NE,"TE98","11","-","-","4 out of 5 stars","-"
"548",13,"Jared Wayne",HOU,"WR184","8","-","-","3 out of 5 stars","-"
"549",13,"Cash Jones",ATL,"RB146","11","-","-","2 out of 5 stars","-"
"550",13,"Jeshaun Jones",MIN,"WR185","6","-","-","5 out of 5 stars","-"
"551",13,"Casey Washington",CAR,"WR186","5","-","-","2 out of 5 stars","-"
"552",13,"Isaiah Hodgins",NYG,"WR187","8","-","-","4 out of 5 stars","-"
"553",13,"Tyler Badie",DEN,"RB147","10","-","-","2 out of 5 stars","-"
"554",13,"Miles Davis",CAR,"RB148","5","-","-","1 out of 5 stars","-"
"555",13,"Sincere McCormick",SF,"RB149","8","-","-","2 out of 5 stars","-"
"556",13,"Quentin Skinner",BUF,"WR188","7","-","-","4 out of 5 stars","-"
"557",13,"Mason Tipton",NO,"WR189","8","-","-","3 out of 5 stars","-"
"558",13,"Michael Bandy",DEN,"WR190","10","-","-","2 out of 5 stars","-"
"559",13,"Tyrell Shavers",BUF,"WR191","7","-","-","4 out of 5 stars","-"
"560",13,"Jordan Watkins",SF,"WR192","8","-","-","2 out of 5 stars","-"
"561",13,"Kaden Wetjen",PIT,"WR193","9","-","-","3 out of 5 stars","-"
"562",13,"Mecole Hardman Jr.",BUF,"WR194","7","-","-","4 out of 5 stars","-"
"563",13,"Ahmani Marshall",CLE,"RB150","11","-","-","3 out of 5 stars","-"
"564",13,"Kameron Johnson",TB,"WR195","10","-","-","4 out of 5 stars","-"
"565",13,"Darius Cooper",PHI,"WR196","10","-","-","4 out of 5 stars","-"
"566",13,"Isaiah Williams",NYJ,"WR197","13","-","-","4 out of 5 stars","-"
"567",13,"Arian Smith",NYJ,"WR198","13","-","-","4 out of 5 stars","-"
"568",13,"Coleman Owen",IND,"WR199","13","-","-","4 out of 5 stars","-"
"569",13,"Skyy Moore",GB,"WR200","11","-","-","5 out of 5 stars","-"
"570",13,"Jonathan Mingo",DAL,"WR201","14","-","-","2 out of 5 stars","-"
"571",13,"Ben Skowronek",PIT,"WR202","9","-","-","3 out of 5 stars","-"
"572",13,"Bo Melton",GB,"WR203","11","-","-","5 out of 5 stars","-"
"573",13,"Maurice Alexander",CHI,"WR204","10","-","-","3 out of 5 stars","-"
"574",13,"Miles Sanders",FA,"RB151","-","-","-","-","-"
"575",13,"Anthony Gould",IND,"WR205","13","-","-","4 out of 5 stars","-"
"576",13,"David Moore",CAR,"WR206","5","-","-","2 out of 5 stars","-"
"577",13,"Nikko Remigio",KC,"WR207","5","-","-","2 out of 5 stars","-"
"578",13,"Anderson Castle",IND,"RB152","13","-","-","4 out of 5 stars","-"
"579",13,"Malachi Corley",CLE,"WR208","11","-","-","3 out of 5 stars","-"
"580",13,"Cody White",SEA,"WR209","11","-","-","3 out of 5 stars","-"
"581",13,"Miles Kitselman",FA,"TE99","-","-","-","-","-"
"582",13,"Eric Gray",NYG,"RB153","8","-","-","4 out of 5 stars","-"
"583",13,"Dareke Young",LV,"WR210","13","-","-","2 out of 5 stars","-"
"584",13,"Gage Larvadain",CLE,"WR211","11","-","-","3 out of 5 stars","-"
"585",13,"Devin Duvernay",ARI,"WR212","14","-","-","2 out of 5 stars","-"
"586",13,"Drake Dabney",GB,"TE100","11","-","-","2 out of 5 stars","-"
"587",13,"Britain Covey",PHI,"WR213","10","-","-","4 out of 5 stars","-"
"588",13,"Myles Montgomery",FA,"RB154","-","-","-","-","-"
"589",13,"Alexander Mattison",FA,"RB155","-","-","-","-","-259"
"590",13,"Jaheim Bell",PIT,"TE101","9","-","-","2 out of 5 stars","-"
"591",13,"DeeJay Dallas",JAC,"RB156","7","-","-","4 out of 5 stars","-"
"592",13,"Pierre Strong Jr.",GB,"RB157","11","-","-","4 out of 5 stars","-"
"593",13,"Spencer Rattler",NO,"QB56","8","-","-","3 out of 5 stars","-"
"594",13,"Ulysses Bentley IV",IND,"RB158","13","-","-","4 out of 5 stars","-"
"595",13,"Ke'Shawn Williams",CIN,"WR214","6","-","-","4 out of 5 stars","-"
"596",13,"Drew Allar",PIT,"QB57","9","-","-","2 out of 5 stars","-"
"597",13,"Charlie Jones",CIN,"WR215","6","-","-","4 out of 5 stars","-"
"598",13,"Mason Kinsey",TEN,"WR216","9","-","-","3 out of 5 stars","-"
"599",13,"Elijah Tau-Tolliver",BAL,"RB159","13","-","-","3 out of 5 stars","-"
"600",13,"Kalel Mullings",TEN,"RB160","9","-","-","3 out of 5 stars","-"
"601",13,"Dohnte Meyers",CIN,"WR217","6","-","-","4 out of 5 stars","-"
"602",13,"Andre Szmyt",CLE,"K35","11","-","-","5 out of 5 stars","-"
"603",13,"Taylen Green",CLE,"QB58","11","-","-","4 out of 5 stars","-"
"604",13,"Seydou Traore",MIA,"TE102","6","-","-","5 out of 5 stars","-"
"605",13,"Joe Royer",CLE,"TE103","11","-","-","3 out of 5 stars","-"
"606",13,"Noah Brown",FA,"WR218","-","-","-","-","-339"
"607",13,"Bauer Sharp",TB,"TE104","10","-","-","2 out of 5 stars","-"
"608",13,"JaMycal Hasty",NE,"RB161","11","-","-","2 out of 5 stars","-"
"609",13,"Mason Rudolph",PIT,"QB59","9","-","-","2 out of 5 stars","-"
"610",13,"Tyler Huntley",BAL,"QB60","13","-","-","3 out of 5 stars","-"
"611",13,"Dominic Zvada",NYG,"K36","8","-","-","2 out of 5 stars","-"
"612",13,"Craig Reynolds",WAS,"RB162","7","-","-","4 out of 5 stars","-"
"613",13,"Kenny McIntosh",FA,"RB163","-","-","-","-","-"
"614",13,"Jermar Jefferson",MIN,"RB164","6","-","-","4 out of 5 stars","-"
"615",13,"Donovan Edwards",MIA,"RB165","6","-","-","3 out of 5 stars","-"
"616",13,"Stone Smartt",PHI,"TE105","10","-","-","4 out of 5 stars","-"
"617",13,"Will Levis",TEN,"QB61","9","-","-","3 out of 5 stars","-"
"618",13,"Tanner McKee",PHI,"QB62","10","-","-","5 out of 5 stars","-"
"619",13,"Jack Stoll",CLE,"TE106","11","-","-","3 out of 5 stars","-"
"620",13,"Eric Saubert",SEA,"TE107","11","-","-","3 out of 5 stars","-"
"621",13,"Grant Calcaterra",PHI,"TE108","10","-","-","4 out of 5 stars","-"
"622",13,"Andy Dalton",PHI,"QB63","10","-","-","5 out of 5 stars","-"
"623",13,"Jared Wiley",KC,"TE109","5","-","-","4 out of 5 stars","-"
"624",13,"Tip Reiman",ARI,"TE110","14","-","-","2 out of 5 stars","-"
"625",13,"Drew Ogletree",IND,"TE111","13","-","-","3 out of 5 stars","-"
"626",14,"Curtis Samuel",FA,"WR219","-","-","-","-","-"
"627",14,"Brevin Jordan",HOU,"TE112","8","-","-","4 out of 5 stars","-"
"628",14,"Vinny Anthony II",ATL,"WR220","11","-","-","3 out of 5 stars","-"
"629",14,"Charlie Woerner",ATL,"TE113","11","-","-","3 out of 5 stars","-"
"630",14,"Jake Briningstool",KC,"TE114","5","-","-","4 out of 5 stars","-"
"631",14,"Teagan Quitoriano",ARI,"TE115","14","-","-","2 out of 5 stars","-"
"632",14,"Tahj Washington",FA,"WR221","-","-","-","-","-"
"633",14,"Ian Thomas",LV,"TE116","13","-","-","3 out of 5 stars","-"
"634",14,"JuJu Smith-Schuster",FA,"WR222","-","-","-","-","-"
"635",14,"J. Michael Sturdivant",GB,"WR223","11","-","-","5 out of 5 stars","-"
"636",14,"Montorie Foster Jr.",SEA,"WR224","11","-","-","3 out of 5 stars","-"
"637",14,"Kylen Granson",TEN,"TE117","9","-","-","3 out of 5 stars","-"
"638",14,"Joel Wilson",TEN,"TE118","9","-","-","3 out of 5 stars","-"
"639",14,"Bub Means",NO,"WR225","8","-","-","3 out of 5 stars","-"
"640",14,"Kendric Pryor",CIN,"WR226","6","-","-","4 out of 5 stars","-"
"641",14,"Gavin Bartholomew",MIN,"TE119","6","-","-","4 out of 5 stars","-"
"642",14,"Ben Yurosek",MIN,"TE120","6","-","-","4 out of 5 stars","-"
"643",14,"Michael Briscoe",MIN,"WR227","6","-","-","5 out of 5 stars","-"
"644",14,"Ty Pezza",BAL,"TE121","13","-","-","4 out of 5 stars","-"
"645",14,"Kendrick Law",DET,"WR228","6","-","-","4 out of 5 stars","-"
"646",14,"Will Mallory",IND,"TE122","13","-","-","3 out of 5 stars","-"
"647",14,"K.J. Osborn",TEN,"WR229","9","-","-","3 out of 5 stars","-"
"648",14,"Lucas Krull",DEN,"TE123","10","-","-","4 out of 5 stars","-"
"649",14,"Joshua Cephus",FA,"WR230","-","-","-","-","-"
"650",14,"Cooper Rush",ATL,"QB64","11","-","-","4 out of 5 stars","-"
"651",14,"Dominic Lovett",DET,"WR231","6","-","-","4 out of 5 stars","-"
"652",14,"Deontay Burnett",FA,"WR232","-","-","-","-","-"
"653",14,"Tanner Conner",NYG,"TE124","8","-","-","3 out of 5 stars","-"
"654",14,"Ricky White III",SEA,"WR233","11","-","-","3 out of 5 stars","-"
"655",14,"Jermaine Burton",FA,"WR234","-","-","-","-","-"
"656",14,"Carsen Ryan",CLE,"TE125","11","-","-","3 out of 5 stars","-"
"657",14,"Terrace Marshall Jr.",MIA,"WR235","6","-","-","3 out of 5 stars","-"
"658",14,"Michael Wortham",JAC,"WR236","7","-","-","4 out of 5 stars","-"
"659",14,"Johnny Mundt",PHI,"TE126","10","-","-","4 out of 5 stars","-313"
"660",14,"Joshua Simon",ATL,"TE127","11","-","-","3 out of 5 stars","-"
"661",14,"Albert Okwuegbunam Jr.",LV,"TE128","13","-","-","3 out of 5 stars","-"
"662",14,"Tyler Scott",LAR,"WR237","11","-","-","1 out of 5 stars","-"
"663",14,"Cole Turner",FA,"TE129","-","-","-","-","-"
"664",14,"Tyler Johnson",DAL,"WR238","14","-","-","2 out of 5 stars","-"
"665",14,"Brayden Willis",SF,"TE130","8","-","-","3 out of 5 stars","-"
"666",14,"Devin Culp",TB,"TE131","10","-","-","2 out of 5 stars","-"
"667",14,"Colson Yankoff",WAS,"TE132","7","-","-","1 out of 5 stars","-"
"668",14,"Ray-Ray McCloud III",CHI,"WR239","10","-","-","3 out of 5 stars","-"
"669",14,"David Martin-Robinson",TEN,"TE133","9","-","-","3 out of 5 stars","-"
"670",14,"Brenden Bates",FA,"TE134","-","-","-","-","-"
"671",14,"Hayden Rucci",SF,"TE135","8","-","-","3 out of 5 stars","-"
"672",14,"Hunter Long",JAC,"TE136","7","-","-","3 out of 5 stars","-"
"673",14,"CJ Dippre",NE,"TE137","11","-","-","4 out of 5 stars","-"
"674",14,"Jack Velling",ATL,"TE138","11","-","-","3 out of 5 stars","-"
"675",14,"Bryson Nesbit",MIN,"TE139","6","-","-","4 out of 5 stars","-"
"676",14,"Cameron Latu",PHI,"TE140","10","-","-","4 out of 5 stars","-"
"677",14,"Hassan Haskins",NE,"RB166","11","-","-","2 out of 5 stars","-"
"678",14,"Riley Patterson",MIA,"K37","6","-","-","2 out of 5 stars","-"
"679",14,"Kansei Matsuzawa",LV,"K38","13","-","-","1 out of 5 stars","-"
"680",14,"Tanner Brown",NO,"K39","8","-","-","5 out of 5 stars","-"
"681",14,"Ameer Abdullah",JAC,"RB167","7","-","-","4 out of 5 stars","-"
"682",14,"Ko Kieft",TB,"TE141","10","-","-","2 out of 5 stars","-"
"683",14,"Ronnie Bell",NO,"WR240","8","-","-","3 out of 5 stars","-"
"684",14,"Chris Manhertz",NYG,"TE142","8","-","-","3 out of 5 stars","-"
